column_name,description,symbol,unit,type,example_value,nullable,group
zp_no_fil_n,Nominal plastic section modulus without fillet,,mm³,DecimalFloat,314433.618,True,Section properties
zp_fil_m,Measured plastic section modulus of fillet,,mm³,DecimalFloat,7841.808301,True,Section properties
zp_m,Measured plastic section modulus,,mm³,DecimalFloat,316961.5572,True,Section properties
zp_no_fil_m,Measured plastic section modulus without fillet,,mm³,DecimalFloat,309119.7489,True,Section properties
link_loc,Location of the link in the structure,,-,String,edge,True,Link details
l_confi,Connection configuration identifier,,-,String,TF2,True,Link details
l_con_typ,"Type of connection (e.g., continuous-welded)",,-,String,continuous-welded,True,Connection and weld details
l_st,Local status/specification,,-,DecimalFloat,6000,True,Connection and weld details
h_st,Height status/specification,,-,DecimalFloat,3500,True,Connection and weld details
e,Unspecified parameter 'e' (needs clarification),,mm,SmallInteger,711,False,Link details
l_con_confi,Connection configuration detail,,-,String,LC9,True,Connection and weld details
l_con_wld,Weld type for connection,,-,String,CJP single bevel groove,True,Connection and weld details
l_endp_wld,Endpoint weld detail,,-,String,CJP single bevel groove,True,Connection and weld details
l_bu_wld,Butt weld detail,,-,String,CJP single V-groove + fillet,True,Connection and weld details
l_s_side,Link side designation,,-,String,single,True,Stiffener details
l_s_reg,Regularity of link side,,-,String,non-regular,True,Stiffener details
l_s_d_pnl_1_f,Load distribution panel 1 front value,,-,DecimalFloat,168.402,True,Stiffener details
l_s_d_pnl_2_f,Load distribution panel 2 front value,,-,DecimalFloat,136.652,True,Stiffener details
l_s_d_pnl_1_b,Load distribution panel 1 back value,,-,DecimalFloat,355.6,True,Stiffener details
l_s_d_pnl_2_b,Load distribution panel 2 back value,,-,DecimalFloat,279.4,True,Stiffener details
t_s,Test sequence duration or identifier,,-,DecimalFloat,9.5,True,Stiffener details
l_s_weld,Weld type on link side,,-,String,fillet,True,Stiffener details
l_s_no_f,Number of fillet welds on link side,,-,Integer,4,True,Stiffener details
l_s_no_b,Number of butt welds on link side,,-,Integer,NA,True,Stiffener details
a_b_b,Base plate area or dimension,,-,DecimalFloat,48.2,True,Connection and weld details
t_e_s,Test end specification value,,-,DecimalFloat,9.5,True,Connection and weld details
t_b_s,Test base specification value,,-,DecimalFloat,9.5,True,Connection and weld details
d_b_s,Base dimension specification,,-,DecimalFloat,9.5,True,Connection and weld details
d_b_pnl_1,Dimension of base panel 1,,-,DecimalFloat,263.7,True,Connection and weld details
d_b_pnl_2,Dimension of base panel 2,,-,DecimalFloat,457.2,True,Connection and weld details
b_s_no,Number of base supports,,-,SmallInteger,2,True,Connection and weld details
l_p_typ,Load pattern type,,-,String,Symmetric-cyclic,False,Loading details
n_d_n_pl_ten,Number of non-plastic tensile elements,,-,DecimalFloat,0.49,True,Loading details
n_d_n_pl_comp,Number of non-plastic compressive elements,,-,DecimalFloat,0.49,True,Loading details
fail_mode,Failure mode,,-,String,FM5,True,Measured response
ov_aisc,Overstrength factor (AISC),,-,DecimalFloat,1.19,True,Link details
ov_ec8,Overstrength factor (EC8),,-,DecimalFloat,1.93,True,Link details
class_aisc,Classification according to AISC,,-,String,intermediate,False,Link details
class_ec8,Classification according to EC8,,-,String,long,False,Link details
reference,Reference citation for the study,,-,String,"Engelhardt, M. and Popov, E. P. (1989). Behavior of long links in eccentrically braced frames. Report No. UCB/EERC- 89/01, Earthquake Engineering Research Center, Berkeley, California",False,Experimental program details
url,URL to the reference document,,-,String,https://nehrpsearch.nist.gov/static/files/NSF/PB92143056.pdf,False,Experimental program details
latitude,Latitude of the test location,,degrees,DecimalFloat,37.8742565,False,Experimental program details
longitude,Longitude of the test location,,degrees,DecimalFloat,-122.2387092,False,Experimental program details
